Author Username,Comment,Rating,Date
moraz89,"Harris Nasril punya pasal la ni, terpaksa beli. Tapi berbaloi beli ! Sambal sedap, pedas yang boleh diterima, especially utk org yang ada gastrik mcm saya.",5,1696684166
ridhwanahmad189,"Taste:Nice
Quality:Good

Salam,Saya dapati sambal cili merah ni rasanya tawar. (Maaf, mungkin keluaran yang saya terima sahaja yang rasa begini. Isteri dan kakak saya pun cakap perkara yang sama selepas mereka rasa). Walaubagaimanapun saya suka rasa sambal cili hijau yang diberi percuma ini.Rasanya unik,cukup rasa dan menambahkan selera. Apa-apa pun saya tetap beri lima bintang atas usaha gigih Tuan dalam perusahaan ini. Semoga terus berjaya di masa akan datang. Insya-Allah.",5,1689895490
bushido2884,"Beli 2 tp live lain2 padu mkn ng nasibgoreng plus ikan toman . Giler murahbsambal diskqun 15 kot. Bayar dlm rm10 ja

Tp ada tumpah sikit

Punca dari duskot",5,1696135404
sheva017,"Quality:fair
Taste:taste ok

Cuma tak boleh simpan lama. Terlupa nak habislan dlm seminggu dlm peti terus dah kulat. Huhu",5,1699920453
husni_ikhwan,"Quality:Excellent
Taste:Delicious

Ngamm dengan tekak..sedap & tak terlalu pedas terbakar lidah tu..peminat sambal kena cuba..tiada gula,tiada pengawet & tiada pewarna..ada beza hijau & merah, bukan sekadar warna 😁

Penghantaran laju..pembungkusan terbaik 👍🏻👍🏻👍🏻",5,1697114235
n*****n,pes mkn kena guna untuk masak pape nak mkn mcm tu je tak sesuai sgt overall ok packaging kemas selamat sampai,5,1695027480
r*****5,"Quality:tak kena dengan tekak
Taste:tak sedap

Sedikit tips, kalau korang suka sambal yang masam, boleh try.
Aku memang takleh telan..
Maaf seller , 
patutla boleh jual murah.. you get what you pay for.",1,1697360061
ukhwahakiki,"sedap sambalnya, walaupun tanpa gula..boleh la cuba try beli",5,1697261843
m*****m,"Quality:superb
Taste:sedap !

Sambal hijau tu mmg sedap. Cuma saya expect dia betul2 pedas sbb previous pengalaman makan sambal minang ni semua pedas2 belaka hahah. Sambal sesuai di makan sesisi keluarga mesra kanak2 sbb rasa yg kurang pedas. Tapi rasa mmg xmengecewakan.",5,1697075841
s*****3,Penghantaran cepat dan tuntas. Pembungkusan biasa biasa sahaja,5,1695828001
mashz,"Quality:baik
Taste:pedas yang disukai

Sampai dengan sempurna walau lambat sikit.",5,1689559402
mramadzan,"Quality:excellent
Taste:tremendous

Good value for money
Good product quality
Excellent service by seller
Early ship out by seller and fast delivery by service provider.

Gambar : nasi goreng masak guna sambal cili lado terbaik..
Video : product finished!!!!!!",5,1697513539
zuezaki1987,"Brg dh snpai, tq seller. Pghntaran agak cpt, bungkusan mmg tip top. Bubble wrap yg tebal. Yg pnting xde leaking mnyak. Nt try rs, kalo sdp blh repeat order lg😘😘",5,1630564620
z*****a,"Quality:okay
Taste:biasa je

Boleh improve dari segi rasa. Rasanya sama macam buat sambal di rumah. Macam sambal sotong, sambal kerang. Kalau sambal nasi lemak dah habis, boleh guna sambal ni je buat topup. Good luck!",5,1695111026
n*****d,"Sambal lado dah sampai. Lambat jgk sampainya. Bila bukak bungkusan, sambal tu basah keluar minyaknya. Poskad pun habis berminyak. Tapi bila bukak penutup sambal tu, x pulak kena minyak dalam penutup tu.😅 sambal dah makan. Sedap memang sedap. Tapi pedas laaa…😂",5,1696039883
jal_88888,"Taste:Belum bukak.. sbb da pnah beli yg Merah da tau MMG kena ngan tekak den
Quality:thorbaek

Ok terbaikkk..... Nnt repeat lg.. 10 bintang utk",5,1698033592
f*****0,"Taste:tak tahu lagi
Quality:ok

Aku terpengaruh oleh pempengaruh.. btw nampak Sedap",5,1697098681
puan_sue88,"Mantap pak abu 👍🏻
Sambal hijau tak pedas sesuai makan dengan  budak kecil
Nanti nak cuba sambal merah pulak
Dapat harga offer rm8 dari live",5,1696852183
ezzackalex1985,"Quality:Packing terbalik, Rasa Terbaik
Taste:Sedap saya suka sesuai utk saya yang xmakan pedas

Repeat 2nd time",5,1697293431
idaisy1610,"sampai2 je dah bau semerbak, harum cili. harap boleh tahan lama dalam peti",5,1689334315
muadzmz,"Taste:Pedas
Quality:Terbaik

Dr segi rasa, hijau lagi sedap. Merah lg pedas. Mgkn nk dpt best of both world, kena beli dua2 dan campur2 la kot",5,1690187079
n*****h,"Quality:inshAllah bagus
Taste:tak rasa lagi

beli untuk adik masuk uni, nampak orang promote so nak try lah sambal minang. dengar yang hijau pedas, so amik lah hijau",5,1689349917
asmahani1983,"Quality:Terbaikkk punye quality sambal ni
Taste:Sedapp sangatt buat menambah je makan nasi

Best weyhh sambal ladoo ni.. Dah macam-macam rasa cuba sambal yang jual online.. Sambal ni kena dengan selera ank tekak😂😂 ank2 pon suka dan boleh makan dengan tahap kepedasan dia. Boleh repeat order lagi nati gaji.. Seller terlalu ramah cepat respon.. Tqq seller afiq Nordin",5,1689957142
juuhaymie,"Quality:Packaging terbaik!
Taste:Rasa tak terlalu kuat. Sedang-sedang saja

Ada rasa yang tersendiri lain dari yang lain. Kalau ada 5 tahap pedas, pedasnya di tahap 1. Tak berpeluh. 

Ya saya setuju sambal sesuai untuk cicah. Makan dengan nasi bg saya xngam. 

Kalau ada plan nak buat flanker brand sambal kedepan nanti, buat sambal yang tak blend hancur/cair.",5,1696598129
m*****4,"Taste:sedap
Quality:bagus

Alhamdulillah terima kasih.
Sambal merah ni sedap.
Kena dengan rasa.
insyAllah akan beli lagi.
Saya beli dengan harga tersebut 😇",5,1697545227
kamarul2893,"Taste:sedap oii
Quality:baek

Baek ar afiq nodeng. Sedap la jugak. Kipidap.",5,1690226445
azizah5382,"Taste:Sedap yg merah tu
Quality:⭐⭐⭐⭐⭐

Tq seller dan Harris@duta cili lado...dpt jg rasa setelah diviralkan..blik sek terus goreng telur + ns kak wok👍👍@ bunga padi.",5,1689839507
aminhusaini90,"Taste:terbaik!

Sangat sedap, berkali2 dah repeat ni . Semoga terus maju jaya bro afiq!",5,1698020043
a*****y,"Beli entah kali ke berape dah😂 sambal sedap, tak pedas yg melampau. Ni beli lagi utk stok simpan kat tempat keje.",5,1697110647
fzntarantula,"Quality:⭐⭐⭐⭐⭐
Taste:⭐⭐⭐⭐⭐

Thorbaek.. 
Penghantaran yang pantas..
Terbeli sebab terpengaruh dengan duta..😆😆",5,1691058767
syamilshahrim,"Quality:terbaik
Taste:rasa sgt flexible, tak terlalu pedas, org x tahan pedas pun boleh makan",5,1687733431
a*****l,"Taste:biasa je. xsedap bagi saya
Quality:tadi ada pecah. tapi seller bagus dia ganti baru. respect",1,1693570852
jibbs13,"Quality:good
Taste:sodap

Alhamdulillah Allah bg sedap...packing mantap terbaik...rekemended",5,1687795659
s*****n,"Taste:tak sempat rasa

Kecewa, sampai je botol dah pecah. Harap improve packaging",1,1690300371
invincez,"Quality:terbaik tanpa pengawet
Taste:sedap sangat

walado melaporkan diri. sambal sedap. rasa sambal merah dan hijau berbeza. makan nasi kosong pun boleh bertambah-tambah.",5,1692938726
mlldrly,"Taste:sedap, sambal hijau kurang pedas tapi tetap sedap
Quality:kualiti sgt bagus, packaging , sealing, semua bagus

Terbaik, dapat beli masa seller buat live, ada diskaun 80% ke 90%, alang2 dapat murah serta free shipping, beli terus",5,1695956660
sheikhfaizz,"Quality:packaging + design kemas
Taste:belum rasa lg. harap sedap mcm advertise haha

Seller & courier laju gila service",5,1696063229
ayutimizleia,"Quality:level tinggi boh
Taste:sedap sangat

Memang sedap & rasa ori sambal minang. Tapi tahap kepedasan dia bagi saya ni kira low level. Kena try yg merah pulak lepas ni. Cuma bila saya baca cara penyampanan tu saya kurang faham. Sebab bukak je dah habis, apa yg nak disimpan? 😂

Delivery boleh improve, sbb slow sikit.",5,1699196312
revo_92,"Quality:Quality packaging kemas, sambal pun rasa fresh.. Delivery pun alhamdelillah lajuu
Taste:Surprisingly very good. Ada kick

Aku mmg sambal hunter. Makan apa apa wajib kena ada sambal atau cili. 
Sejujurnya, sepanjang aku dok beli sambal sambal yg jual dalam botol ni selalu sangat kecewa. Mostly banyak marketing je hype. Rasa kelaut. So, masa nak beli cili lado ni pun, aku mmg letak low expectation laa. Beli pun atas niat nak support startup business org muda.

But surprisingly, mmg power betul laa sambal ni, pedas, cukup rasa dan ada kick. Maafkan aku sebab dah letak low expectation. Akhirnyaa, aku dah jumpa sambal yg aku cari selama ni. 

Mabroukk! Moga maju jaya anak muda. I'll be your die-hard regular customer.

Feedback for improvement : Tolong provide  option untuk yang botol besar. Aku nak beli utk stok 2minggu terus, rasa rugi pulak rasa nak bayar harga botol kaca banyak banyak.",5,1687880543
muhdyusoff96,"Quality:both red & green sambal are good
Taste:green has a more unique taste, red is just little bit spicier

- nice packaging and presentation for sambal
- its bubble wrap properly and up to 3 cover wraps that i need to undone
- both sambal is good enough when i tried to eat it with only white rice and just fried chicken
- red is ok and just a bit spicier(4.5/10), but in my opinion if you add enough sugar on red and stir fried a bit more it will become a good sambal for nasi lemak lol
- green has more of an aftertaste and adds that green chilies flavor, and just mild for it spicyness(4/10)
- in conclusion, i prefer green for its aftertaste, even when i like more spicy things.",5,1687966690
m*****n,"Quality:kualiti terbaik
Taste:sedap

Sambal pelbagai fungsi..
Buat makan macam tu je ..
Buat penumis nasi goreng..
Buat penumis sambal ikan goreng..

Excellent service by the seller..
Rajin buat live, voucher diskaun masa live menguntungkan buyer..
Yeayyyyy..

p/s : gambar tiada kaitan dengan yang hidup atau yang mati",5,1696943810
masterj86,"Taste:Ok rase sedap not bad…
Quality:Paduu

sambal alhamdulillah sedap rasa..Packaging pon selamat dan cekap",5,1695046681
h*****i,"Quality:best
Taste:sedap

Dipengaruhi pempengaruh untuk membeli dgn diskaun2 yg ditawarkan. Utk yg tak berapa nak makan pedas, sangat rekemen. Sedap n barang datang sempurna tanpa cacat cela, calar balar. Nanti nak try yg hijau pulak. First time tulis review panjang2 ni.",5,1695812587
hisham_sainal,"Quality:terbaik sedap tanpa bahan gula
Taste:rasa sambal yang buat ketagih

Saya dah jadi ketagih dengan sambal ni, semua sebab pengaruh rakan Facebook. Harap anda semua dah besar nanti hati-hati dalam memilih kawan, berkawan biar beribu, sesal dulu pendapatan sesal kemudian tiada berguna",5,1695650289
adiadukatrg,"Taste:rasa yang sangat sedap dan kurang pedas
Quality:barang baik...rasa yang orang boleh makan

Barang sampai dalam keadaan baik...dan dibungkus dengan baik...dan saya teracun dari promosi duta duskos itu sendiri",5,1699859962
r*****9,"Taste:not spicy, delicious kids can eat. not sweet
Quality:soo good and taste fresh, have taste onion during eat..

After eat the sambals my nose not gatal.. will repeat again..",5,1696657191
hasnurhamid,"Taste:ok
Quality:baik

Saya tak sure tapi rasa sambal macam ajinomoto..sebab tgk review orang lain sedap. Mungkin rezeki saya kot.",5,1687842513
y*****a,"Quality:okay
Taste:belum try

Package tebal tapi still leaking
Belum try lagi harap kena dengan tekak jawa ni",5,1695720529
fazrulafiq,"Penghantaran pantas..
Barang berkualiti tinggi..
Berbaloi dgn harga..
Tq seller..",5,1698003303
j*****d,"Taste:sedap
Quality:terbaik packing

ada akak tu lps terima suntikan..masa otw balik naik grab mata dia kabur. Dia talipon tmpt dia amik suntikan dan beritahu mata dia kabur. Petugas suruh dia patah balik kembali ke tmpt dia amik vaksin tadi. Sampai sana petugas tu serahkan cermin mata akak tu yg tertinggal.",5,1695960514
aizatrodzai11,"Taste:sedap…masin cukup…pedas cukup…nasik arab kan selalu xdak kuah dan kering…makan dgn sambal ni mantap.
Quality:quality packaging mantap…quality rasa dan kesegaran juga mantap…kualiti pembungkusan juga mantap

The best",5,1647680543
shahmacha,"Quality:tidak dinafikan memang sedap
Taste:rasa yang sangat unik

Alhamdulillah kekalkan rasa",5,1698062468
yusoffbapoo,"Taste:amat2 terbaik
Quality:5 stars

Ist time order..packaging std world class,kemas dan amat rapi.
Rasa spt chef hotel 7 star.
Dh repeat order utk kali ke2..amat2 recommended 👌",5,1695279173
l*****a,"Quality:0/10
Taste:0/10

terima dalam keadaan yang amat tidak memuaskan. sambal berbau n dah basi.",1,1697172936
n*****d,Sambal dah sampai. Pembungkusan bagus. Beli masa live. Memang murah sgt harganya. Ni kali kedua beli. Sambal memang sedap.,5,1697461200
e*****p,"- Anda kini walado -

Ini kali pertama sebuah produk sambal memberi 'title' kepada pemakanannya. 

Sangat menarik perspektif yang diberikan oleh penjual dan duskot.",5,1697264917
adamiqball,"Quality:BEYOND EXPECTATIONS
Taste:PEDAS DAN MASAM

Inilah sambal terpadu bagi penggemar kepedasan!!!!
Walado!!!",5,1694691492
miradeandyxy,"Taste:sedap
Quality:terbaik

Sambal okey rasa ngam terbaik.. boleh makan dgn nasi panas.. atau korg nak buatkan dia perencah nasi goreng pon sodap.. Gambar xde kena mengena dgn yg hidup atau yg mati..",5,1665500739
sitinoranakifli,"Taste:Sambal sedap

Pedas secukup rasa, penghantaran cepat. Packaging pun cun",5,1691474401
b*****3,"Taste:The overall flavour is pleasing. The green one is not spicy, however the red one is.
Quality:very satisfied with the packaging quality and food quality maintain fresh in room temperature after 1 week.

Perhaps the seller could make both types more hot.",5,1695293308
adihariez,"Taste:Masyaa-Allah, sedap nak meninggal...
Quality:Package received in good condition. Sealed.

Sambal hijau tu rasanya just nice. Cecah dengan ikan goreng dan nasi... Syahdu... Okay, Harris semua salah ko... Hahahaha...

Keep it up Afiq. Moga terus maju jaya, Insya-Allah",5,1690283745
qalif,"Taste:Gila padu punya sambal, lain kali jangan suruh pempengeruh jadi duta susahla macam ni. Orang jawa macam aku pun terpengaruh, harap akta hasutan dikenakan kepada duta Sambal Minang ni.

Punya sedap sambal, rosak diet! Sekarang ni orang rumah dah tanya bila nak beli sambal hijau pulak! Masa mula-mula order, siap konon-konon nak buat kejutan pada orang rumah ""Abang ada beli sambal Minang, ada sambal merah dan hijau, Abang beli yang merah""

Sekali orang rumah cakap ""Laa... Sambal hijau mesti lagi sedap"".. Pot.. Pet (Ceramah sambal merah vs hijau)

Sekarang ni sambal merah dah sampai,  sudah tinggal sikit..Mana maunya tak tinggal sikit, asal makan je asyik melantak dengan Sambal Minang ni... Orang rumah asyik tanya lagi ""Bila nak beli Sambal Minang Hijau pulak""

Walaupun botol sudah pecah berlubang pada bahagian bawah  kemungkinan courier Shopee kendalikan dengan keganasan rumahtangga atau domestik, sambal agak sedikit kering disebabkan botol bocor dan retak, tapi bahagian penutup botol mantap tak bocor

Apapun Sambal punya rasa menang terbaik.. Aku yang tak makan sambal pun boleh rasa keenakkan sambal ni. Diharapkan pihak syarikat Sambal Minang buat pakej promosi combo Merah + Hijau supaya aku tak kena beli 2 kali ataupun 1 botol bahagikan 2 bahagian merah dan hijau (kanan merah, kiri hijau) kah3 macam gambar terakhir..",5,1689732867
muhdyusoff96,"Taste:great
Quality:great

i have eaten almost 10 bottles already and yes it's great,
i really wish that green would be more spicy like red, or more,

or the seller just can create another green +spicy variant,
and also a bigger 5-600gram size variant,

if sambal green +spicy +550g do arrive, i would be willing to pay up to rm40 max per bottle, hahah",5,1692325083
me_anastasia,"Taste:sedap
Quality:okay

Rasa dia unik sedap kat tekak sy. Tapi tahap pedas 2/5 je.  So utk yang suka pedas manjahhh boleh beli sedappp insyaAllah Allah bagi sedappp boleh beli lagi nanti.",5,1697990912
anakanda.my,"Quality:packaging bagus dan tak leaking. lepas rasa jahanam terus jadual diet. terepeat order la pulak...
Taste:rasa menusuk ke jiwa. merah lagi pedas sepedas penulisan pempengeruh di media sosial.

harap akan datang akan ada versi cili yang tak berapa hancur dan lebih pedas seperti duskot rasmi. sekain.",5,1689956724
muhamadmaher88,"Quality:Marvelous dan sedap
Taste:Rasa makan sambil pakai pakaian minang

Sebagai walado saya bangga memiliki sambal minang ni
Saya sebagai walaris yang mempunyai top fan perlu follow idola saya",5,1696396628
l*****t,"Quality:ok
Taste:ok

I beli 2 flavor.
Yg cili hijau ok la, rasa dia pedas sikit je. Sambal a bit cair. For me ok n boleh terima lagi buat makan nasi panas.

Sambal merah tu biasa sahaja. Cuma korang kena pastikan bukak je botol tu terus masuk peti ais. Nnt dia akan cepat berkulat. Sambal xpedas sgt. 
Still ok la utk makan ns panas. Cuma xkena dgn sis, belum power lg pedas nya.",5,1692157067
shahmacha,"Quality:kualiti bungkus memang terbaik
Taste:rasa memang padu kena dengan tekak",5,1698062570
muhsinnasarudin,"Quality:Good
Taste:Awesome

Pertama kali makan Sambal Minang. Sedap juga. Dapat rasa pure cili sebab ramuannya tiada gula. Cuma ada bocor sikit sebab penutupnya kemek.",5,1696388830
helangwangi,"Quality:Terbaik
Taste:Sedap

Habis dah botol kedua. Pilihan yang sedap dan lebih sihat. Jadi alternatif buat yang sensitif msg dan bahan kurang berkhasiat.",5,1696482589
aizatrodzai11,"Taste:dap2 nyumnyum
Quality:the best

Ini kali ke berapa ntah repeat…cukuplah penjeleasan ini sbg review saya",5,1699274771
johnsmith046,"Taste:Absolutely delicious

Beli sebab pempengeruh suruh. Taste wise memang padu bak hangggg 🔥🔥🔥",5,1690631821
a*****1,"Taste:sedap
Quality:good

beli sebab terpengaruh dengan pempengaruh sengal tu. Alhamdulillah sedap 😊",5,1689335504
munauza,"Quality:terbaik
Taste:rasa yang unik

Sedap boi. Kena dengan tekak dan selera.",5,1688930259
gaz75l50hy,"Taste:sedap..bersesuaian dengan selera saya..
Quality:amat memuaskan..

Saya mencuba setelah dipengaruh oleh brader harris nasril 😀..ternyata benar kata-kata dia👍👍..semoga Cili Lado terus berkembang lagi pada masa akan datang..",5,1698835406
zahranuryati,"Quality:walaupun 1 botol pecah sket kat bawah tapi seller cepat respons dan gantikan dengan yang baru.
Taste:sambal merah sedap.

Saya suka!! Sambal ni rasa tak manis. Yang merah tu sedap dan ikut lidah saya agak pedas jugakk. Saya ada masukkan sambal merah masa goreng ikan bilis dan kentang, tak sangka…sedappp licin satu pinggan.",5,1690201468
n*****2,Belum cuba lagi.. selamat sampai tanpa pecah or tumpah..terbaik..,5,1697965025
aisyahkassim1,"Quality:4 Star
Taste:Sedap

Sambalnya okay. Cuma seller kene alert sikit. Saya order sambal merah. Dapat hijau. Saya kurang berminat cili hijau. Tahap kepedasan 3/10. Tapi sedap laa. Harap lepasni alert buyer beli MERAH ATAU HIJAU. 🙇‍♂️",5,1694952395
rizal6023,"Quality:memang sedap sambal minang
Taste:tak manis

Kualiti tetbaik sepanjang zaman Dan duta harris tu kenalan kawan saya semasa kecil,terbaik",5,1691733409
foo_foh,"Terbaik, minyak sambal tak tumpaĥ mcm sambal KM & Sambal Syukor. Packaging kemas terbaik. Walaupun perniagaan kecil tp jaga kualiti pembungkusan 👍🏻 will repeat order again",5,1692206597
nasrulpehimi,"Quality:Bagus.
Taste:Pedas sikit2.

Sambal merah lagi pedas dari hijau. Sambal dimasak dengan baik, tahan lama dan enak dimakan bersahaja dengan nasi dan telur.",5,1696250313
nur94alia,"Taste:Just Nice

Sambal tak pedas, sesuai makan ngan nasi panas2 dengan telur sebiji pun ok",5,1696827691
m*****l,"Taste:pedas tapi terlampau masam. Texture terlalu halus. Boleh improve lagi
Quality:thanks kasi lebih",4,1687432897
w*****e,"Taste:kurang pedas
Quality:ok bagus

First time rasa sambal minang. Sedapp

Pembukusan bagus.",5,1697190035
fendy2shop,"Taste:sedap pedas
Quality:tip tip 5 star

Sedap sgt2.. puas hati berbaloi baloi",5,1695551408
ezzackalex1985,"Taste:sedap
Quality:pedas yang still boleh makan

Sedap, buat sambal ikan bilis best",5,1697357731
m*****n,"Quality:good
Taste:marvelous

Good product quality
Good value for money
Excellent service by seller
Early ship out by seller and fast delivery by service provider",5,1697513323
s*****3,"Taste:Boleh la. Sedap je cuma expectation saya terlalu tinggi sbb abg Harris cakap macam sedap sangat. Saya x salahkan beliau sbb lidah masing2 kan. Saya expect pedas tp saya rasa hanya 1/5 la kepedasannya. Kalau compare dgn sambal khairul ameng, level pedas sambal dia sy rasa 3.5/5. So overall okay la wat raso raso. Probably not gonna buy anymore. Thank you goodluck ye mr seller.
Quality:Just alright. Overall 3/5.",3,1696335348
r*****y,"Taste:Good
Quality:Good

The item was received in good condition with proper packaging. Good service from the seller.",5,1696777843
mumtaznabihah,received with good. parcel tebal. so secure. tak sabar nak cuba! thank you 🙏😊,5,1623224943
aizatrodzai11,"Packing yg sangat baik dari seller...sangat teliti utk elak botol pecah...
Rasa sambal sedap...saya makan dgn murtabak pun sedap... sesuai buat sambal ayam penyet...makan dgn nasik goreng...student @ org bujang di hujung bulan makan dgn telur goreng",5,1617286355
6wra_wu0mt,"Quality:Sederhana
Taste:Sederhana sahaja. Saya biasa makan di kedai makan Minang di Hulu Langat, malah pernah makan di kampung saudara di Padang, Indonesia. Tapi, sambal minang ini tidak capai piawaian sambal minang yang saya pernah makan. Mungkin boleh perbaiki daripada segi tekstur sambal dahulu, sebab kebiasaannya sambal minang dihidangkan secara kasar, bukannya halus.

Mungkin ada kesalahan ejaan pada ramuan (tomoto).",3,1689641136
ezzackalex1985,"Taste:Terbaik, Ngam sedap
Quality:sangat memuaskan

Saya bukan sorg yang makan pedas, tp dgn sambal Minang hijau, cili Lado... saya boleh makan dan puas hati... insha'Allah akan repeat orders",5,1696324535
suefya,Best gilaaa. Sedap lazat! Terbaikkkkkkkk. Nanti nak repeat lagi,5,1617343423
a*****5,"Quality:packing tebal. Tiada tumpahan atau licking pada botol
Taste:terpengaruh dgn walado feedback sambal sedap. Follow di fb maskot cili lado.",5,1695205987
syahir10_ai,"Taste:Rasa sedap.

Makan dengan nasi panas lagi sedap.",5,1687917672
rizal6023,"Quality:ok
Taste:sedap

Belum apa apa lagi dah nak habis,baru je sampai",5,1694589103
zoragonsss,"Penghantaran sangat pantas, packaging sangat selamat dan barang sampai dengan keadaan terbaik. Rasa dia tak payah cakap memang terbaik! Tahniah dan akan repeat order sepantas mungkin",5,1621580029
najmisahimi,"Dapat packaging ok. Tp dapat rasa bekas sgt berminyak mgkn sebab takde seal belah Dalam Tu. Cdgn utk buat seal mcm bekas peanut butter Tu, utk elak minyak meleleh keluar.",3,1697428936
,"Taste:Aku beli ni sambal Minang lada hijau. Memang sedap cukup rasa & tak pedas nak mampos. Yang suka pedas kau makanlah dengan cili api 3, 4 bijik. Warning: sebotol tak cukup wehhhh",5,1691029455
mohdhamzahrosli,"Quality:belum tahu lagi
Taste:sedap

Parcel sampai dlm keadaan berminyak,lencun terutama sambal hijau

Xtahu kesilapan pihak courier atau dari penjual..tp okay as long as x rosak,terus simpan dlm fridge",5,1696157927
r*****y,"Quality:Good
Taste:Good

The paste was received in a good condition with no anomalies. Good service from the seller.",5,1695595248
m*****t,"Taste:Nice
Quality:Okay

Received safely without damage or leakage..
Taste should be great..",5,1697411735
aidamalik06,Alhamdulillah..sambal dah diterima. 2nd purchased. Anak suka kena simpan buat stok kat rumah..😁,5,1696162435
knollzainulazham,Sambal botol hijau seal dalam dah terbuka berminyak kat luar botol. Apo pun terbaikkk,5,1695389713
j*****o,fast delivery. great packaging. sambal sedap dan padu!! will repeat order. TQ seller!!!,5,1623203785
j*****o,"Item received in good condition 👍🏼 
Sambal sedap gile 🔥 
Penghantaran dalam 24jam dah terima 🚚 
Will repeat order ⭐️ ",5,1621252488
neba2020,"Bungkusan cukup baik. Sampai dalam masa 24 jam. Terbaik. Sambal cukup menyelerakan, puas hati ❤️",5,1617281903
awalludin1972,"Taste:okay
Quality:okay

Terima Kasih byk 👌. Barang selamat sampai.",5,1688478080
4*****7,"Taste:Sangat Sedap
Quality:Terbaik🎖️🎖️🎖️🎖️🎖️

Produk sampai dalam keadaan baik, packaging tebal, postage laju, Yang paling penting rasanya Sedap n pedas, Highly recommended.",5,1690591745
jonimantoro,"Taste:sedapp
Quality:baik

Sedap. Tak rugi la cuba. Nasi panas2 goreng telur mata. Lalu aku huppp.",5,1699698844
ummitya5,Delivery laju. Rasa sambal yang padu . Cukup pedas cukup rasa. 2 hari dah hbis sebotol. Terbaik !,5,1626662738
alhafiz252,"Taste:sebagai pembaca senyap kepada pempengeruh, yaa benar. memang sambal ini sedap dan sangat baik kepada sesiapa yang nak makan pedas, tapi pedas yang tak menyeksakan perut. makan yang ini, perut tenang menerimanya.
Quality:tanpa perlu bicara, produk yang berkualiti dan perlu dicuba oleh orang lain di luar sana.",5,1690212981
n*****9,Sy dtg dr planet zargus. Beli sbb harris nasril. Im walaris. Now im walado. Sambal sedap. Rasa yg cukup. Bukan sekadar cili sj . Beli masa promo live rm 8.50. Rugi plak tk grab lebih.,5,1695255320
nouraisy,"Taste:good
Quality:good

Repeat order..Sedap..saya lg suka yg sambal hijau..sori takde gambar sebb beli kan emak pulak..",5,1691811220
aswanitahir,Sambal sedap sangat2 . Yg merah pedas giler tapi sedap . Hijau tak pedas sgt .,5,1690906511
ummitya5,"Sambal sedap ! Makan nasi panas2 dengan ayam goreng cicah sambal lado , x sedar dah 2 kali tambah nasi. Nanti boleh repeat sambal merah pulak ! Tq seller 😍 is penghantaran pun laju !",5,1626274748
harithy,"Taste:Sedap
Quality:Good

Sedap juga sambal ni. Beli hanya untuk try saja. Sekali sedap. Boleh makan buat cicah, colek ataupun masak. Ni dah dua kali repeat nasi goreng sambal hijau. sedappppp",5,1681528805
muzlyna,"Kualiti sambal memang terbaik. Cukup rasa, sedap dan pedas sesuai dengan selera tekak Melayu. Setiap kali makan nasik memang bubuh sambal ni, jadi cepat sangat lak habis.. huhuhu",5,1632485520
t*****6,"Quality:excellent
Taste:tak pedas sgt

Sampai dengan selamat wrap tebal..rasa ok bagus takde gula..tak pedas sgt..terpengaruh dgn pempengaruh 😅😅😅",5,1693220581
qiejaque,"Alhamdulillah setelah 16 hari.. Seller yg bertanggungjawab,sambal cukup rasa,tq utk free gift.",5,1639300724
amin_zaini,"Quality:Pembungkusan yg rapi. Penghantaran yg pantas.
Taste:Sangat sedap.",5,1695032671
syamilshahrim,"Taste:benda wajib letak dlm pinggan nasik
Quality:lagi suka hijau sbb merah cm masam² skit",5,1690829055
nuri_mohd_fadzil,"Taste:good
Quality:good

Maaf gambar tak berkaitan. Produk bagus. Servis penghantaran baik. Next time boleh order lagi.",5,1699105007
otaida00taj,"Taste:okay je...
Quality:bagus.

saya pilih yang tak pedas sebab tak suka pedas. boleh la dibuat rasa-rasa...",5,1697960132
braderb,"Tiap masa makan bersama sambal minang ladoooo terbaik pengantaraan pantas,hari ini oder semalam sampai😬",5,1697330723
u*****5,"Sambal sedap. Texture sambal dikisar halus, makan takde tersentil2 kat gigi . Merah pedas sikit dari hijau . Tq seller",5,1626662848
